23:45:13. INFO  manager.ApplicationManager - All tests starts in Chrome browser
23:45:14. INFO  manager.ApplicationManager - All tests starts in Chrome browser
23:45:15. INFO  tests.TestBase - Test name------------------> removeAllContacts
23:45:15. INFO  manager.MyListener - Start search element by locator ------>By.xpath: //button[text()='Sign Out']
23:45:35. INFO  manager.MyListener - The element with locator ------>By.xpath: //button[text()='Sign Out']was found
23:45:35. INFO  manager.MyListener - Start search element by locator ------>By.xpath: //a[text()='LOGIN']
23:45:35. INFO  manager.MyListener - The element with locator ------>By.xpath: //a[text()='LOGIN']was found
23:45:36. INFO  manager.MyListener - Start search element by locator ------>By.xpath: //input[1]
23:45:36. INFO  manager.MyListener - The element with locator ------>By.xpath: //input[1]was found
23:45:36. INFO  manager.MyListener - Start search element by locator ------>By.xpath: //input[2]
23:45:36. INFO  manager.MyListener - The element with locator ------>By.xpath: //input[2]was found
23:45:36. INFO  manager.MyListener - Start search element by locator ------>By.xpath: //button[1]
23:45:36. INFO  manager.MyListener - The element with locator ------>By.xpath: //button[1]was found
23:45:36. INFO  manager.MyListener - Start search element by locator ------>By.cssSelector: .contact-item_card__2SOIM
23:45:38. INFO  manager.MyListener - The element with locator ------>By.cssSelector: .contact-item_card__2SOIMwas found
23:45:38. INFO  manager.MyListener - Start search element by locator ------>By.cssSelector: .contact-item_card__2SOIM
23:45:38. INFO  manager.MyListener - The element with locator ------>By.cssSelector: .contact-item_card__2SOIMwas found
23:45:38. INFO  manager.MyListener - Start search element by locator ------>By.cssSelector: .contact-item_card__2SOIM
23:45:38. INFO  manager.MyListener - The element with locator ------>By.cssSelector: .contact-item_card__2SOIMwas found
23:45:38. INFO  manager.MyListener - Before remove 'One contact tests' contact was ---- > 3
23:45:38. INFO  manager.MyListener - Start search element by locator ------>By.cssSelector: .contact-item_card__2SOIM h3
23:45:38. INFO  manager.MyListener - The element with locator ------>By.cssSelector: .contact-item_card__2SOIM h3was found
23:45:38. INFO  manager.MyListener - Start search element by locator ------>By.cssSelector: .contact-item_card__2SOIM h3
23:45:38. INFO  manager.MyListener - The element with locator ------>By.cssSelector: .contact-item_card__2SOIM h3was found
23:45:38. INFO  manager.MyListener - The removed number was---->Vasyavasiliev2169@gmail.com
23:45:38. INFO  manager.MyListener - Start search element by locator ------>By.cssSelector: .contact-item_card__2SOIM
23:45:38. INFO  manager.MyListener - The element with locator ------>By.cssSelector: .contact-item_card__2SOIMwas found
